Molecule_ID,library_tag,Standardized_Molecule_Smiles,Standardized_Molecule_InChIKey,IsInBSCpaper,BSC_name,IC50 (uM)_BSC,PIC50_BSC,IsInGHDDI,parameter_GHDDI,value_GHDDI,unit_GHDDI,PX_GHDDI,Target_name_GHDDI,IsInIntegrity,Min Value_Integrity,PIC50_Integrity,Source_Integrity,Mechanism of Action,IsInGostar,GVK_ID_Gostar,reference_Gostar,source_Gostar,std_activity_type_Gostar,standard_uom_Gostar,activity_value_Gostar,PIC50_Gostar,Binder,References COVID-19,activity COVID-19,pIC50 COVID-19,pIC50>6,pIC50>5
14139,virtual,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C)C(C)C)C=O,KUFNJYRQGCNUFY-MQBSTWLZSA-N,no,,,,yes,IC50,3000,µM,"2,52",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
14140,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C)C(C)C)C(=O)N[C@H](C=O)C(C)(C)C,AZCNGTNXXSBHIV-XCZFOBESSA-N,no,,,,yes,IC50,3000,µM,"2,52",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
14141,virtual,Cc1onc(C)c1CN2C(=O)C(=O)c3cc(ccc23)C#N,AGHODQJTQBGFTA-UHFFFAOYSA-N,yes,75,"7,2","5,14",no,,,,,,no,,,,,yes,123216945,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"7,2","5,14",,,,,no,yes
14142,virtual,Fc1ccc(CN2C(=O)C(=O)c3cc(I)ccc23)c(Cl)c1,ZRTPFLLKDJDNGZ-UHFFFAOYSA-N,yes,76,"9,4","5,03",no,,,,,,no,,,,,yes,123216946,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"9,4","5,03",,,,,no,yes
14143,virtual,[O-][N+](=O)c1cccc2C(=O)C(=O)N(Cc3cc4ccccc4s3)c12,BEXUOOJPJCTWKL-UHFFFAOYSA-N,yes,77,2,"5,70",no,,,,,,no,,,,,yes,123216947,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,2,"5,70",,,,,no,yes
14144,virtual,Brc1cccc2C(=O)C(=O)N(Cc3cc4ccccc4s3)c12,UFOWXDUBQLPEOX-UHFFFAOYSA-N,yes,78,"0,98","6,01",no,,,,,,no,,,,,yes,123216948,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"0,98","6,01",,,,,yes,yes
14145,virtual,Fc1ccc2N(Cc3cc4ccccc4s3)C(=O)C(=O)c2c1,ANYDLXSQWBLIIK-UHFFFAOYSA-N,yes,79,"4,82","5,32",no,,,,,,no,,,,,yes,123216949,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"4,82","5,32",,,,,no,yes
14146,virtual,Ic1ccc2N(Cc3cc4ccccc4s3)C(=O)C(=O)c2c1,MAYSJMBSILUGEG-UHFFFAOYSA-N,yes,80,"0,95","6,02",no,,,,,,no,,,,,yes,6147821,"Curr. Pharm. Des., 2006, 12 (35), 4555-4564",,IC50,uM,"0,95","6,02",,,,,yes,yes
14147,virtual,CC1CCN(CC1)S(=O)(=O)c2cc(I)cc3C(=O)C(=O)N(Cc4ccccc4)c23,LCCZUIIAHQINNL-UHFFFAOYSA-N,yes,81,"1,04","5,98",no,,,,,,no,,,,,no,,,,,,,,,,,,no,yes
14148,virtual,O[C@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@H]1O,QBYAEDOHQKAUOB-OIUNUZSUSA-N,yes,84,"42,7","4,37",no,,,,,,no,,,,,no,,,,,,,,,,,,no,no
14149,virtual,C[C@H]1O[C@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@H]1O,OXGUCUVFOIWWQJ-VTYNJFMCSA-N,yes,85,"24,14","4,62",no,,,,,,no,,,,,no,,,,,,,,,,,,no,no
14150,virtual,CC(C)c1cc2CC[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)c2cc1O,ODFCWXVQZAQDSO-GGPKGHCWSA-N,yes,91,"49,6","4,30",no,,,,,,no,,,,,no,,,,,,,,,,,,no,no
14151,virtual,CC(C)c1cc2CC[C@@H]3[C@](C)(CCC[C@@]3(C)c2cc1O)C=O,BYISLTMARMJFNI-AQNXPRMDSA-N,yes,92,"163,2","3,79",no,,,,,,no,,,,,no,,,,,,,,,,,,no,no
14152,virtual,CC(C)c1cc2CC[C@@H]3[C@@](C)(CO)CCC[C@@]3(C)c2cc1O,ZSMYLYMVTJVQIR-AQNXPRMDSA-N,yes,93,"128,9","3,89",no,,,,,,no,,,,,no,,,,,,,,,,,,no,no
14153,virtual,C[C@H]1C[C@@H]2[C@@](C)(CC[C@]3(C)C4=CC=C5C(=C(O)C(=O)C=C5[C@]4(C)CC[C@@]23C)C)CC1=O,WSTYNZDAOAEEKG-HHYCTBLASA-N,yes,95,"9,9","5,00",no,,,,,,no,,,,,no,,,,,,,,,,,,no,yes
14154,virtual,CC1=C(O)[C@@H](O)C=C2C1=CC=C3[C@@]2(C)CC[C@@]4(C)[C@@H]5C[C@@](C)(CC[C@]5(C)CC[C@]34C)C(=O)O,SLLOAFOXLXWLPA-XOQVZIGZSA-N,yes,98,"21,7","4,66",no,,,,,,no,,,,,,,,,,,,,,,,,no,no
14155,virtual,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@@]34C)[C@@H]12)C(=O)O,QGJZLNKBHJESQX-BMTJSWHCSA-N,yes,99,10,"5,00",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14156,virtual,FC(F)(F)c1nnc(SC(=O)c2oc(cc2)C#Cc3ccccc3)[nH]1,VNGWUVBXUIDQTK-UHFFFAOYSA-N,yes,104,3,"5,52",no,,,,,,no,,,,,yes,123218404,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,3,"5,52",,,,,no,yes
14157,virtual,Clc1cc(Cl)cc(NC(=O)CSc2nccc(n2)c3csc(n3)c4ccccc4)c1,LILOEJREEQFTPM-UHFFFAOYSA-N,yes,105,3,"5,52",no,,,,,,no,,,,,yes,3855867,"J. Med. Chem., 2006, 49 (12), 3485-3495",ESCHERICHIA COLI BL21,IC50,uM,3,"5,52",,,,,no,yes
14158,virtual,Cn1nc(cc1C(F)(F)F)c2ccc(s2)c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3,AWQBIBTZJKFLEW-UHFFFAOYSA-N,yes,106,10,"5,00",no,,,,,,no,,,,,yes,3855868,"J. Med. Chem., 2006, 49 (12), 3485-3495",ESCHERICHIA COLI BL21,IC50,uM,10,"5,00",,,,,no,yes
14159,virtual,CSc1sc(c(C)c1c2ccnc(SCC(=O)Nc3ccc(Cl)cc3)n2)c4nc(C)cs4,WRXXISITJDZVCL-UHFFFAOYSA-N,yes,107,11,"4,96",no,,,,,,no,,,,,yes,3855869,"J. Med. Chem., 2006, 49 (12), 3485-3495",ESCHERICHIA COLI BL21,IC50,uM,11,"4,96",,,,,no,no
14160,virtual,CSc1sc(c(C)c1c2ccnc(SCC(=O)Nc3ccccc3Cl)n2)c4nc(C)cs4,NNVVKOVHRSDRSQ-UHFFFAOYSA-N,yes,108,12,"4,92",no,,,,,,no,,,,,yes,3855870,"J. Med. Chem., 2006, 49 (12), 3485-3495",ESCHERICHIA COLI BL21,IC50,uM,12,"4,92",,,,,no,no
14161,virtual,Cc1csc(n1)c2nc(cs2)c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3,NEDFPWOMFDSEGN-UHFFFAOYSA-N,yes,109,14,"4,85",no,,,,,,no,,,,,,,,,,,,,,,,,no,no
14162,virtual,Clc1ccc(NC(=O)CSc2nccc(n2)c3onc(c3)c4ccccc4)cc1,TUBDEXWKZSAMKH-UHFFFAOYSA-N,yes,110,15,"4,82",no,,,,,,no,,,,,yes,3855872,"J. Med. Chem., 2006, 49 (12), 3485-3495",ESCHERICHIA COLI BL21,IC50,uM,15,"4,82",,,,,no,no
14163,virtual,Clc1ccc(cc1)c2oc(cc2)C(=O)Cc3cncc(Br)c3,UEDKJQAQOOLPEW-UHFFFAOYSA-N,yes,129,13,"4,89",no,,,,,,no,,,,,yes,121686493,"J. Med. Chem., 2013, 56 (2), 534-546",SARS CORONAVIRUS,IC50,uM,13,"4,89",,,,,no,no
14164,virtual,Clc1ccc(cc1)c2oc(cn2)C(=O)Cc3cncc(Br)c3,QQWLOXPEKYHTRQ-UHFFFAOYSA-N,yes,130,75,"4,12",no,,,,,,no,,,,,yes,123218469,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,75,"4,12",,,,,no,no
14165,virtual,F[C@H](C(=O)c1oc(cc1)c2ccc(Cl)cc2)c3cncc(Br)c3,ONFKSIAIGJJXER-INIZCTEOSA-N,yes,131,28,"4,55",no,,,,,,no,,,,,,,,,,,,,,,,,no,no
14166,virtual,FC(F)(C(=O)c1oc(cc1)c2ccc(Cl)cc2)c3cncc(Br)c3,FIPFNIFTFHQBDR-UHFFFAOYSA-N,yes,132,57,"4,24",no,,,,,,no,,,,,yes,123218471,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,57,"4,24",,,,,no,no
14167,virtual,OC(=O)c1cc(Br)ccc1c2oc(\C=C/3\C(=O)NN(C3=O)c4ccc(Cl)c(Cl)c4)cc2,BCBVPTZIDSXEEJ-DHDCSXOGSA-N,yes,133,"9,19","5,04",no,,,,,,no,,,,,yes,123218495,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"9,19","5,04",,,,,no,yes
14168,virtual,Clc1ccc(cc1)c2c(c(nn2c3ccc(Cl)c(Cl)c3)c4ccc(Br)cc4)n5ccnc5,KXIOGQRSFMIHRF-UHFFFAOYSA-N,yes,134,"2,5","5,60",no,,,,,,no,,,,,yes,123218496,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"2,5","5,60",,,,,no,yes
14169,virtual,OC(=O)c1ccc(\C=C/2\[C@H](NN(C2=O)c3ccc(cc3)C#N)c4ccccc4)cc1,HAAFCLXJXGIIDT-ZPWPBLDLSA-N,yes,135,"5,5","5,26",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14170,virtual,OC(=O)c1ccc(\C=C/2\[C@H](NN(C2=O)c3ccc(F)cc3)c4ccccc4)cc1,VUQGSOMUWPRSBM-OKPNHQCWSA-N,yes,136,"6,8","5,17",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14171,virtual,OC(=O)c1ccc(C=C2[C@H](NN(C2=O)c3ccc(cc3)[N+](=O)[O-])c4ccccc4)cc1,XCVLMMDZZIPDBC-OAQYLSRUSA-N,yes,137,"8,4","5,08",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14172,virtual,[O-][N+](=O)c1cccc(c1)C2=C(C#N)C(=O)NC(=N2)SCc3ccccc3,QJKXZAGZYQHQLA-UHFFFAOYSA-N,yes,138,50,"4,30",no,,,,,,no,,,,,,,,,,,,,,,,,no,no
14173,virtual,[O-][N+](=O)c1ccc(CSC2=NC(=C(C#N)C(=O)N2)c3cccc(c3)[N+](=O)[O-])cc1,FIGLDDCNCCAMJG-UHFFFAOYSA-N,yes,139,"10,6","4,97",no,,,,,,no,,,,,yes,20303474,"Bioorg. Med. Chem. Lett., 2010, 20 (12), 3569-3572",SARS CORONAVIRUS,IC50,uM,"10,6","4,97",,,,,no,no
14174,virtual,CC[C@H](C)c1ccc(cc1)N([C@@H](C(=O)NC2CCCC2)c3cccnc3)C(=O)c4occc4,KMPOAXYUGWTIIV-UQBPGWFLSA-N,yes,145,"2,2","5,66",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14175,virtual,CC(C)(C)NC(=O)[C@@H](N(C(=O)c1occc1)c2ccc(cc2)C(C)(C)C)c3cccnc3,JXGIYKRRPGCLFV-QFIPXVFZSA-N,yes,146S=6_inactive,1000,"3,00",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,no
14176,virtual,CC(C)c1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2cccnc2)C(=O)c3occc3,AZSKMWDSWHSDHV-JOCHJYFZSA-N,yes,147,"28,1","4,55",no,,,,,,no,,,,,,,,,,,,,,,,,no,no
14177,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)c1ocnc1)c2ccc(cc2)C(C)(C)C)c3cccnc3,MRJDBDRLINRLIW-OAQYLSRUSA-N,yes,148,39,"4,41",no,,,,,,no,,,,,,,,,,,,,,,,,no,no
14178,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)c1cccs1)c2ccc(cc2)C(C)(C)C)c3cccnc3,RYEZRLQEBRCAQY-JOCHJYFZSA-N,yes,149,50,"4,30",no,,,,,,no,,,,,,,,,,,,,,,,,no,no
14179,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)c1c[nH]cn1)c2ccc(cc2)C(C)(C)C)c3cccnc3,AJXIAISTEXNTHM-OAQYLSRUSA-N,yes,150,6,"5,22",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14180,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)c1occn1)c2ccc(cc2)C(C)(C)C)c3cccnc3,DHFSVLXJSGMOHT-HXUWFJFHSA-N,yes,151,47,"4,33",no,,,,,,no,,,,,,,,,,,,,,,,,no,no
14181,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)c1oc(Cl)cc1)c2ccc(cc2)C(C)(C)C)c3cccnc3,XEIYKIDAVWIOEI-JOCHJYFZSA-N,yes,152,"5,2","5,28",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14182,virtual,Cn1cnc(c1)C(=O)N([C@@H](C(=O)NC(C)(C)C)c2cccnc2)c3ccc(cc3)C(C)(C)C,APPUOGWEGCGBON-JOCHJYFZSA-N,yes,153,75,"4,12",no,,,,,,no,,,,,,,,,,,,,,,,,no,no
14183,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)c1occc1)c2ccc(cc2)C(C)(C)C)c3ccnnc3,TZXGZESALXRMTD-OAQYLSRUSA-N,yes,154,10,"5,00",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14184,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)c1occc1)c2ccc(cc2)C(C)(C)C)c3cnccn3,WLZURSBQLFFPCE-OAQYLSRUSA-N,yes,155,"5,5","5,26",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14185,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)c1occc1)c2ccc(cc2)C(C)(C)C)c3ccncc3,PUZODRXERPKEFT-JOCHJYFZSA-N,yes,156,45,"4,35",no,,,,,,no,,,,,yes,122255176,"Bioorg. Med. Chem. Lett., 2013, 23 (22), 6172-6177",SARS CORONAVIRUS,IC50,uM,"1,5","5,82",,,,,no,yes
14186,virtual,CCC(C)(C)NC(=O)[C@H](N(C(=O)Cn1nnc2ccccc12)c3ccc(NC(=O)C)cc3)c4ccn(C)c4,DSWIUPQAVIEPFY-AREMUKBSSA-N,yes,157=7_6.2,"6,2","5,21",no,,,,,,no,,,,,yes,122255320,"Bioorg. Med. Chem. Lett., 2013, 23 (22), 6172-6177",SARS CORONAVIRUS,IC50,uM,"6,2","5,21",NON COVALENT,,,,no,yes
14187,virtual,CC(=O)Nc1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2ccn(C)c2)C(=O)Cn3cc(nn3)c4ccccc4,VFPHZBYHVRKFER-HHHXNRCGSA-N,yes,158,11,"4,96",no,,,,,,no,,,,,,,,,,,,,,,,,no,no
14188,virtual,CCC(=O)Nc1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2ccn(C)c2)C(=O)Cn3nnc4ccccc34,RDLGHIVHQIUESK-AREMUKBSSA-N,yes,159,"6,9","5,16",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14189,virtual,CC(C)C(=O)Nc1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2ccn(C)c2)C(=O)Cn3nnc4ccccc34,WPRVPGYUYHNTCD-AREMUKBSSA-N,yes,160,"4,1","5,39",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14190,virtual,Cn1ccc(c1)[C@@H](N(C(=O)Cn2nnc3ccccc23)c4ccc(NC(=O)C5CC5)cc4)C(=O)NC(C)(C)C,HBHBWMGZJMFFDQ-AREMUKBSSA-N,yes,161,"9,1","5,04",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14191,virtual,Cn1ccc(c1)[C@@H](N(C(=O)Cn2nnc3ccccc23)c4ccc(NC(=O)C5CCC5)cc4)C(=O)NC(C)(C)C,SKZLYOKRMPXIMT-HHHXNRCGSA-N,yes,162,"3,8","5,42",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14192,virtual,CCC(=O)Nc1ccc(cc1)N(Cc2ccn(C)c2)C(=O)Cn3nnc4ccccc34,NVZHSDUILOXRDB-UHFFFAOYSA-N,yes,163,"2,9","5,54",no,,,,,,no,,,,,yes,123227294,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"2,9","5,54",,,,,no,yes
14193,virtual,CC(C)C(=O)Nc1ccc(cc1)N(Cc2ccn(C)c2)C(=O)Cn3nnc4ccccc34,VJOKGSHLVXBTMJ-UHFFFAOYSA-N,yes,164,"3,6","5,44",no,,,,,,no,,,,,yes,123227295,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"3,6","5,44",,,,,no,yes
14194,virtual,Cn1ccc(CN(C(=O)Cn2nnc3ccccc23)c4ccc(NC(=O)C5CC5)cc4)c1,DUFQFRYUZLXBJG-UHFFFAOYSA-N,yes,165,"4,1","5,39",no,,,,,,no,,,,,yes,123227296,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"4,1","5,39",,,,,no,yes
14195,virtual,Cn1ccc(CN(C(=O)Cn2nnc3ccccc23)c4ccc(NC(=O)C5CCC5)cc4)c1,GCKOPCRBYMBMFN-UHFFFAOYSA-N,yes,166,"8,1","5,09",no,,,,,,no,,,,,yes,123227297,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"8,1","5,09",,,,,no,yes
14196,virtual,Cn1ccc(CN(C(=O)Cn2nnc3ccccc23)c4ccc(NC(=O)c5ccccc5)cc4)c1,DUAJRPBKTWXRSM-UHFFFAOYSA-N,yes,167,"0,051","7,29",no,,,,,,no,,,,,,,,,,,,,,,,,yes,yes
14197,virtual,CC1=C([C@@H]([C@H]2[C@H](CCCC2=O)N1)c3ccccc3[N+](=O)[O-])C(=O)OCCc4ccccc4,TYYASYBDGIPMJT-IGKWTDBASA-N,yes,179,"2,5","5,60",no,,,,,,no,,,,,,,,,,,,,,,,,no,yes
14198,virtual,COC(=O)c1oc2cc(cc(O)c2c1)C(F)(F)F,ADAREEGFFYODDY-UHFFFAOYSA-N,yes,181,"4,3","5,37",no,,,,,,no,,,,,yes,123227336,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"4,3","5,37",,,,,no,yes
14199,virtual,O=C(CSc1nc(nc2ccccc12)C3CCCCC3)NCc4occc4,TUMJQFRANSTLTQ-UHFFFAOYSA-N,yes,182,"18,2","4,74",no,,,,,,no,,,,,yes,13004551,"Bioorg. Med. Chem., 2008, 16 (7), 4138-4149",ESCHERICHIA COLI,IC50,uM,"18,2","4,74",,,,,no,no
14200,virtual,Cc1ccccc1CCN(CC2=Cc3cc(C)c(C)cc3NC2=O)C(=O)NCc4ccccc4,SQUUVUDFHHMCTC-UHFFFAOYSA-N,yes,183,"17,2","4,76",no,,,,,,no,,,,,yes,13004552,"Bioorg. Med. Chem., 2008, 16 (7), 4138-4149",ESCHERICHIA COLI,IC50,uM,"17,2","4,76",,,,,no,no
14201,virtual,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(Cl)ncnc23,XHRJGHCQQPETRH-KQYNXXCUSA-N,yes,184,"48,7","4,31",no,,,,,,no,,,,,yes,123227339,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"48,7","4,31",,,,,no,no
14202,virtual,OC[C@@H]1[C@H](COc2ccccc2)C[C@@H]1n3cnc4c(Cl)ncnc34,VLUKWYXSZQMUSY-YUTCNCBUSA-N,yes,185,"14,5","4,84",no,,,,,,no,,,,,,,,,,,,,,,,,no,no
14203,virtual,Brc1cncc(OC(=O)c2cccs2)c1,DBZLJJMKJAMBRF-UHFFFAOYSA-N,yes,1_0.5uM,"0,5","6,30",no,,,,,,no,,,,,yes,121686490,"J. Med. Chem., 2013, 56 (2), 534-546",SARS CORONAVIRUS,IC50,uM,"0,5","6,30",COVALENT,,,,yes,yes
14204,virtual,CN(C)CCCCc1ccccc1NC(=O)\C=C\c2ccccc2,PBPLNACAQXLPQR-FOCLMDBBSA-N,yes,2_5uM,5,"5,30",no,,,,,,no,,,,,yes,122254999,"Bioorg. Med. Chem. Lett., 2013, 23 (22), 6172-6177",SARS CORONAVIRUS,IC50,uM,5,"5,30",COVALENT,,,,no,yes
14205,virtual,CCN(CC)c1ccc(cc1)C(=O)On2nnc3ccccc23,UMVUTRLLCXJRMI-UHFFFAOYSA-N,yes,3_11.1uM,"11,1","4,95",no,,,,,,no,,,,,yes,13065780,"Chem. Biol., 2006, 13 (3), 235-236",,Ki,uM,21,"4,68",,,,,no,no
14206,virtual,CC(=O)Nc1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2ccsc2)C(=O)Cn3cnc4ccccc34,CVEWHUIBDCQOLR-RUZDIDTESA-N,yes,9a_inactive,1000,"3,00",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,no
14207,virtual,CC(=O)Nc1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2ccsc2)C(=O)Cn3c(C)nc4ccccc34,NNVDOFPKESMSST-AREMUKBSSA-N,yes,9b_inactive,1000,"3,00",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,no
14208,virtual,CC(=O)Nc1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2ccsc2)C(=O)Cn3ccnc3C,MBLONVGDEWAIGY-JOCHJYFZSA-N,yes,9c_inactive,1000,"3,00",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,no
14209,virtual,CC(=O)Nc1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2ccsc2)C(=O)Cn3ccnn3,ODKPIWAIXCNLHE-HXUWFJFHSA-N,yes,10a_inactive,1000,"3,00",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,no
14210,virtual,CC(=O)Nc1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2ccsc2)C(=O)Cn3cc(nn3)[Si](C)(C)C,JGRKCSMVXJZQIG-HSZRJFAPSA-N,yes,10b_inactive,1000,"3,00",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,no
14211,virtual,CC(=O)Nc1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2ccsc2)C(=O)Cn3cc(nn3)c4ccccc4,YMECBKWQUTXDSE-AREMUKBSSA-N,yes,10c_11uM,11,"4,96",no,,,,,,no,,,,,,,,,,,,,,,,,no,no
14212,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)Cn1nnc2ccccc12)c3ccc(N)cc3)c4ccsc4,AQZSNLVVQKGRQO-JOCHJYFZSA-N,yes,12_mt20uM,20,"4,70",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,no
14213,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)Cn1nnc2ccccc12)c3ccc(NS(=O)(=O)C)cc3)c4ccsc4,RUIUNGOEDRWCHE-HSZRJFAPSA-N,yes,13b_25.3uM,"25,3","4,60",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,no
14214,virtual,CCC(=O)Nc1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2ccsc2)C(=O)Cn3nnc4ccccc34,LLDUVMWNWSALDZ-RUZDIDTESA-N,yes,13c_6.9uM,"6,9","5,16",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,yes
14215,virtual,CC(C)C(=O)Nc1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2ccsc2)C(=O)Cn3nnc4ccccc34,PCVUBRKQJSUBFP-RUZDIDTESA-N,yes,13d_4.1uM,"4,1","5,39",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,yes
14216,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)Cn1nnc2ccccc12)c3ccc(NC(=O)C(C)(C)C)cc3)c4ccsc4,NKNVWMCNULJELK-RUZDIDTESA-N,yes,13e_22.5uM,"22,5","4,65",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,no
14217,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)Cn1nnc2ccccc12)c3ccc(NC(=O)C4CC4)cc3)c5ccsc5,XWLONETVJPZQKQ-RUZDIDTESA-N,yes,13f_9.1uM,"9,1","5,04",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,yes
14218,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)Cn1nnc2ccccc12)c3ccc(NC(=O)C4CCC4)cc3)c5ccsc5,MIUWEMMHFMGNDH-AREMUKBSSA-N,yes,13g_3.8uM,"3,8","5,42",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,yes
14219,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)Cn1nnc2ccccc12)c3ccc(NC(=O)C4CCCCC4)cc3)c5ccsc5,DBFPIBZGJTUCFF-MUUNZHRXSA-N,yes,13h_mt100uM,100,"4,00",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,no
14220,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)Cn1nnc2ccccc12)c3ccc(NC(=O)c4ccccc4)cc3)c5ccsc5,XFLHJYVKSDUBNG-MUUNZHRXSA-N,yes,13i_inactive,1000,"3,00",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,no
14221,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)Cn1nnc2ccccc12)c3ccc(NC(=O)c4cccs4)cc3)c5ccsc5,DTSWGCTYCFRWNE-AREMUKBSSA-N,yes,13j_mt100uM,100,"4,00",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,no
14222,virtual,CC(=O)Nc1ccc(cc1)N([C@@H](C(=O)NC(C)(C)C)c2ccsc2)C(=O)Cn3nnc4ccccc34,PJMHAMNPKRDQBR-XMMPIXPASA-N,yes,13a_7.72uM,"7,72","5,11",no,,,,,,no,,,,,no,,,,,,,,NON COVALENT,,,,no,yes
